,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
49807,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,6-4 3-6 2-6 6-7  ,4,3,Sock J.,37,18,1152,1815,3.2,1.36
49808,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,6-3 6-4 6-2   ,3,1,Pospisil V.,1,88,10040,642,1.02,19.0
49809,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,6-7 2-6 3-6   ,3,1,Chung H.,84,23,681,1630,3.0,1.4
49810,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,6-1 4-6 6-4 6-1  ,4,3,Fognini F.,55,14,963,2190,2.62,1.5
49811,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,6-4 6-7 3-6 0-6  ,4,3,Herbert P.H.,30,75,1345,764,1.2,4.5
49812,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,6-2 6-0 5-7 6-2  ,4,3,Munar J.,13,85,2380,670,1.16,5.0
49813,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,4-6 4-6 2-6   ,3,1,Mahut N.,4,131,4845,433,1.04,13.0
49814,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,6-7 6-3 6-2 6-0  ,4,3,Ebden M.,34,54,1235,969,1.5,2.62
49815,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Struff J.L.,2-6 6-4 1-6 6-3 3-6 ,5,4,Benneteau J.,58,60,905,891,1.5,2.62
49816,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,7-5 6-4 6-4   ,3,1,Paire B.,2,56,7080,955,1.04,13.0
49817,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Pouille L.,7-6 4-6 4-6 3-6  ,4,3,Baghdatis M.,17,93,1915,615,1.5,2.62
49818,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,6-2 6-7 6-3 6-2  ,4,3,Haase R.,10,49,3435,1010,1.25,4.0
49819,US Open,30/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,4-6 0-6 7-5 2-6  ,4,3,Tiafoe F.,45,44,1043,1055,2.0,1.8
49820,US Open,31/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,6-2 6-0 6-0   ,3,1,Hurkacz H.,7,109,4445,515,1.08,9.0
49821,US Open,31/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,1-6 3-6 7-6 2-6  ,4,3,Sandgren T.,6,61,4445,876,1.02,17.0
49822,US Open,31/08/2018,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,6-3 7-6 6-3   ,3,1,Djere L.,25,89,1535,636,1.12,6.0
49823,US Open,31/08/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Basilashvili N.,3-6 4-6 6-1 6-7  ,4,3,Pella G.,37,66,1152,825,2.1,1.72
49824,US Open,31/08/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,3-6 6-3 7-6 6-4  ,4,3,Fritz T.,9,74,3485,780,1.25,4.0
49825,US Open,31/08/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,7-5 5-7 6-7 6-7  ,4,3,Khachanov K.,1,26,10040,1525,1.08,9.0
49826,US Open,31/08/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,4-6 6-3 6-4 4-6 6-4 ,5,4,Shapovalov D.,5,28,4615,1385,1.44,2.75
49827,US Open,31/08/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,6-7 7-6 3-6 5-7  ,4,3,Lajovic D.,11,62,3200,865,1.2,4.5
49828,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Coric B.,6-3 7-5 6-2   ,3,1,Medvedev D.,20,36,1735,1182,1.61,2.3
49829,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,6-7 4-6 3-6   ,3,1,Wawrinka S.,24,101,1575,560,1.66,2.2
49830,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,7-5 7-6 6-3   ,3,1,Verdasco F.,3,32,5500,1330,1.14,5.5
49831,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Millman J.,4-6 6-4 1-6 3-6  ,4,3,Kukushkin M.,55,84,963,681,1.66,2.2
49832,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,6-4 6-1 7-5   ,3,1,Kyrgios N.,2,30,7080,1345,1.28,3.75
49833,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Sousa J.,6-7 6-4 6-7 6-7  ,4,3,Pouille L.,68,17,816,1915,2.62,1.5
49834,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,6-7 6-4 6-1 6-3  ,4,3,Zverev A.,34,4,1235,4845,8.0,1.1
49835,US Open,01/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,4-6 4-6 7-5 1-6  ,4,3,Schwartzman D.,19,13,1755,2380,1.5,2.62
49836,US Open,02/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,6-4 6-1 7-6   ,3,1,Struff J.L.,10,58,3435,905,1.14,5.5
49837,US Open,02/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,2-6 3-6 3-6   ,3,1,Gasquet R.,6,25,4445,1535,1.08,9.0
49838,US Open,02/09/2018,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,4-6 3-6 6-3 6-4 7-5 ,5,4,De Minaur A.,7,45,4445,1043,1.14,5.5
49839,US Open,02/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,5-7 2-6 6-7   ,3,1,Anderson K.,9,5,3485,4615,2.37,1.57
49840,US Open,02/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,6-3 6-3 6-7 6-4  ,4,3,Basilashvili N.,1,37,10040,1152,1.04,13.0
49841,US Open,02/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Isner J.,6-3 3-6 4-6 6-3 2-6 ,5,4,Raonic M.,11,24,3200,1575,2.37,1.57
49842,US Open,03/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,6-4 6-3 6-1   ,3,1,Coric B.,3,20,5500,1735,1.25,4.0
49843,US Open,03/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,3-6 2-6 5-7   ,3,1,Kohlschreiber P.,19,34,1755,1235,1.25,4.0
49844,US Open,03/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,6-3 6-4 6-3   ,3,1,Sousa J.,6,68,4445,816,1.02,19.0
49845,US Open,03/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,6-7 2-6 4-6   ,3,1,Goffin D.,7,10,4445,3435,1.5,2.62
49846,US Open,04/09/2018,Grand Slam,Outdoor,Hard,4th Round,5,Millman J.,3-6 7-5 7-6 7-6  ,4,3,Federer R.,55,2,963,7080,15.0,1.03
49847,US Open,04/09/2018,Grand Slam,Outdoor,Hard,Quarterfinals,5,Del Potro J.M.,7-6 3-6 6-7 2-6  ,4,3,Isner J.,3,11,5500,3200,1.28,3.75
49848,US Open,05/09/2018,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,0-6 6-4 7-5 6-7 7-6 ,5,4,Thiem D.,1,9,10040,3485,1.25,4.0
49849,US Open,05/09/2018,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nishikori K.,6-2 4-6 6-7 6-4 4-6 ,5,4,Cilic M.,19,7,1755,4445,2.37,1.57
49850,US Open,06/09/2018,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,6-3 6-4 6-4   ,3,1,Millman J.,6,55,4445,963,1.06,11.0
49851,US Open,08/09/2018,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,3-6 4-6 2-6   ,3,1,Nishikori K.,6,19,4445,1755,1.16,5.0
49852,US Open,09/09/2018,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,6-3 7-6 6-3   ,3,1,Del Potro J.M.,6,3,4445,5500,1.44,2.75
49853,Open de Moselle,17/09/2018,ATP250,Indoor,Hard,1st Round,3,Berankis R.,6-7 7-6 4-6   ,3,4,Marterer M.,103,57,540,912,2.25,1.57
49854,Open de Moselle,17/09/2018,ATP250,Indoor,Hard,1st Round,3,Maden Y.,7-5 4-6 6-1   ,3,4,Zverev M.,120,63,470,860,2.37,1.53
49855,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Lestienne C.,3-6 5-7    ,2,2,Zopp J.,167,122,338,452,1.4,2.75
49856,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Basilashvili N.,6-2 7-6    ,2,2,De Schepper K.,31,186,1322,298,1.66,2.1
49857,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Humbert U.,7-6 3-6 4-6   ,3,4,Tomic B.,108,129,491,441,1.83,1.83
49858,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Bachinger M.,6-4 6-4    ,2,2,Munar J.,166,82,340,698,1.72,2.0
49859,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Gojowczyk P.,7-6 3-6 4-6   ,3,4,Tsonga J.W.,45,71,1028,785,1.66,2.1
49860,Open de Moselle,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Albot R.,6-3 6-4    ,2,2,Herbert P.H.,107,68,493,799,2.25,1.57
49861,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Paire B.,6-7 2-6    ,2,2,Halys Q.,53,136,955,419,1.36,3.0
49862,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,6-1 6-1    ,2,2,Moutet C.,33,105,1282,527,1.53,2.37
49863,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,3-6 2-6    ,2,2,Mannarino A.,43,32,1047,1285,1.72,2.0
49864,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Simon G.,7-5 6-3    ,2,2,Vesely J.,39,91,1115,645,1.25,3.75
49865,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,2nd Round,3,Nishikori K.,6-7 3-6    ,2,2,Gojowczyk P.,12,45,2475,1028,1.25,3.75
49866,Open de Moselle,19/09/2018,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,6-4 6-2    ,2,2,Lestienne C.,25,167,1580,338,1.28,3.5
49867,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Albot R.,3-6 2-6    ,2,2,Fucsovics M.,107,43,493,1047,3.4,1.3
49868,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Berankis R.,6-7 7-6 6-3   ,3,4,Tsitsipas S.,103,15,540,1962,3.4,1.3
49869,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Maden Y.,4-6 6-3 3-6   ,3,4,Paire B.,120,53,470,955,3.0,1.36
49870,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Simon G.,4-6 7-5 7-5   ,3,4,Krajinovic F.,39,33,1115,1282,1.66,2.1
49871,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Bachinger M.,0-6 3-6    ,2,2,Barrere G.,166,155,340,373,1.57,2.25
49872,Open de Moselle,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,6-7 7-6 6-3   ,3,4,Humbert U.,31,108,1322,491,1.57,2.25
49873,Open de Moselle,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Albot R.,6-7 4-6    ,2,2,Berankis R.,107,103,493,540,2.1,1.72
49874,Open de Moselle,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,7-6 6-2    ,2,2,Gasquet R.,39,25,1115,1580,2.37,1.57
49875,Open de Moselle,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Nishikori K.,3-6 6-4 4-6   ,3,4,Basilashvili N.,12,31,2475,1322,1.2,4.5
49876,Open de Moselle,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Bachinger M.,6-3 2-6 6-4   ,3,4,Maden Y.,166,120,340,470,1.9,1.9
49877,Open de Moselle,22/09/2018,ATP250,Indoor,Hard,Semifinals,3,Simon G.,3-6 1-6    ,2,2,Albot R.,39,107,1115,493,1.33,3.4
49878,Open de Moselle,22/09/2018,ATP250,Indoor,Hard,Semifinals,3,Bachinger M.,2-6 6-4 7-5   ,3,4,Nishikori K.,166,12,340,2475,5.5,1.14
49879,Open de Moselle,23/09/2018,ATP250,Indoor,Hard,The Final,3,Simon G.,6-7 1-6    ,2,2,Bachinger M.,39,166,1115,340,1.3,3.5
49880,St. Petersburg Open,17/09/2018,ATP250,Indoor,Hard,1st Round,3,Klizan M.,6-4 6-4    ,2,2,Donskoy E.,65,84,823,681,1.57,2.25
49881,St. Petersburg Open,17/09/2018,ATP250,Indoor,Hard,1st Round,3,Wawrinka S.,5-7 6-7    ,2,2,Bedene A.,88,76,650,725,1.28,3.5
49882,St. Petersburg Open,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Dzumhur D.,7-5 6-3    ,2,2,Miedler L.,28,207,1395,270,1.36,3.0
49883,St. Petersburg Open,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Berrettini M.,6-7 6-2 3-6   ,3,4,Garcia-Lopez G.,62,80,864,708,1.44,2.62
49884,St. Petersburg Open,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,6-4 7-6    ,2,2,Rublev A.,50,69,980,795,2.1,1.66
49885,St. Petersburg Open,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Lacko L.,2-6 6-4 5-7   ,3,4,Bemelmans R.,77,109,720,486,2.1,1.66
49886,St. Petersburg Open,18/09/2018,ATP250,Indoor,Hard,1st Round,3,Medvedev D.,6-4 6-1    ,2,2,Sousa J.,35,49,1262,986,1.57,2.25
49887,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Bautista Agut R.,5-7 2-6    ,2,2,Vanni L.,26,170,1570,337,1.16,4.5
49888,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,7-6 6-2    ,2,2,Menendez-Maceiras A.,34,126,1270,445,1.16,4.5
49889,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Pella G.,6-4 3-6 4-6   ,3,4,Ivashka I.,60,100,870,576,2.0,1.72
49890,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,7-6 6-4    ,2,2,Basic M.,110,78,486,715,1.57,2.25
49891,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,6-7 6-7    ,2,2,Khachanov K.,88,24,650,1605,2.2,1.61
49892,St. Petersburg Open,19/09/2018,ATP250,Indoor,Hard,2nd Round,3,Klizan M.,6-3 6-4    ,2,2,Fognini F.,65,13,823,2225,2.2,1.61
49893,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,6-7 6-4 0-6   ,3,4,Berrettini M.,34,62,1270,864,1.44,2.62
49894,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Dzumhur D.,6-4 6-4    ,2,2,Pella G.,28,60,1395,870,1.61,2.2
49895,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Medvedev D.,3-6 4-6    ,2,2,Kukushkin M.,35,87,1262,656,1.36,3.0
49896,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Cecchinato M.,7-5 7-6    ,2,2,Lacko L.,22,77,1696,720,2.25,1.57
49897,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Bautista Agut R.,6-7 6-3 3-6   ,3,4,Youzhny M.,26,110,1570,486,1.18,4.5
49898,St. Petersburg Open,20/09/2018,ATP250,Indoor,Hard,2nd Round,3,Thiem D.,7-6 6-4    ,2,2,Struff J.L.,8,50,3665,980,1.4,2.75
49899,St. Petersburg Open,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Klizan M.,6-3 5-7 3-6   ,3,4,Shapovalov D.,65,34,823,1270,2.62,1.5
49900,St. Petersburg Open,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Bautista Agut R.,7-6 6-3    ,2,2,Cecchinato M.,26,22,1570,1696,1.28,3.75
49901,St. Petersburg Open,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Wawrinka S.,3-6 4-6    ,2,2,Dzumhur D.,88,28,650,1395,1.44,2.75
49902,St. Petersburg Open,21/09/2018,ATP250,Indoor,Hard,Quarterfinals,3,Thiem D.,6-2 3-6 7-6   ,3,4,Medvedev D.,8,35,3665,1262,1.53,2.5
49903,St. Petersburg Open,22/09/2018,ATP250,Indoor,Hard,Semifinals,3,Klizan M.,6-4 3-6 5-7   ,3,4,Wawrinka S.,65,88,823,650,2.75,1.44
49904,St. Petersburg Open,22/09/2018,ATP250,Indoor,Hard,Semifinals,3,Thiem D.,6-4 6-3    ,2,2,Bautista Agut R.,8,26,3665,1570,1.5,2.62
49905,St. Petersburg Open,23/09/2018,ATP250,Indoor,Hard,The Final,3,Thiem D.,3-6 1-6    ,2,2,Klizan M.,8,65,3665,823,1.4,3.0
49906,Chengdu Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,7-6 6-7 6-3   ,3,4,Smyczek T.,50,109,966,510,1.3,3.4
49907,Chengdu Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Tomic B.,7-6 6-7 2-6   ,3,4,Klahn B.,123,95,453,610,1.61,2.2
49908,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,7-6 6-1    ,2,2,Pella G.,58,59,875,870,1.61,2.2
49909,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,6-3 3-6 4-6   ,3,4,Tseng C.H.,62,440,825,85,1.18,4.5
49910,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,6-3 6-7 6-1   ,3,4,Wu Y.,147,423,402,91,1.4,2.75
49911,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,3-6 4-6    ,2,2,Albot R.,86,102,677,577,1.72,2.0
49912,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,6-3 6-4    ,2,2,Donskoy E.,47,85,994,681,1.8,1.9
49913,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Harris L.,6-3 2-6 1-6   ,3,4,Monfils G.,129,38,439,1195,2.75,1.4
49914,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,6-4 6-3    ,2,2,Sandgren T.,87,55,676,911,1.53,2.37
49915,Chengdu Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Jaziri M.,6-7 6-1 2-6   ,3,4,Baghdatis M.,63,92,824,630,2.37,1.53
49916,Chengdu Open,26/09/2018,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,6-3 6-4    ,2,2,Gunneswaran P.,60,164,869,349,1.28,3.5
49917,Chengdu Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,6-7 6-2 6-7   ,3,4,Harris L.,123,129,453,439,2.0,1.72
49918,Chengdu Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,6-7 6-4 7-6   ,3,4,Pospisil V.,50,86,966,677,1.5,2.5
49919,Chengdu Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Jaziri M.,3-6 6-7    ,2,2,Mannarino A.,63,33,824,1285,2.75,1.4
49920,Chengdu Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,7-6 5-7 6-4   ,3,4,Chung H.,147,23,402,1630,2.75,1.4
49921,Chengdu Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,3-6 6-3 6-7   ,3,4,Berrettini M.,47,60,994,869,2.25,1.57
49922,Chengdu Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,7-5 6-1    ,2,2,Kukushkin M.,62,87,825,676,1.8,1.9
49923,Chengdu Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,4-6 6-7    ,2,2,Bemelmans R.,13,114,2120,492,1.4,2.75
49924,Chengdu Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,6-1 6-4    ,2,2,Basilashvili N.,58,35,875,1277,1.44,2.62
49925,Chengdu Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Fognini F.,4-6 2-6    ,2,2,Ebden M.,13,47,2120,994,1.4,3.0
49926,Chengdu Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz T.,7-6 7-5    ,2,2,Querrey S.,62,58,825,875,2.37,1.57
49927,Chengdu Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Sousa J.,1-6 6-3 3-6   ,3,4,Jaziri M.,50,63,966,824,1.53,2.5
49928,Chengdu Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Tomic B.,6-2 6-4    ,2,2,Auger-Aliassime F.,123,147,453,402,2.0,1.8
49929,Chengdu Open,29/09/2018,ATP250,Outdoor,Hard,Semifinals,3,Fognini F.,7-6 0-6 3-6   ,3,4,Fritz T.,13,62,2120,825,1.66,2.2
49930,Chengdu Open,29/09/2018,ATP250,Outdoor,Hard,Semifinals,3,Tomic B.,6-4 6-4    ,2,2,Sousa J.,123,50,453,966,1.8,2.0
49931,Chengdu Open,30/09/2018,ATP250,Outdoor,Hard,The Final,3,Tomic B.,1-6 6-3 6-7   ,3,4,Fognini F.,123,13,453,2120,2.75,1.44
49932,Shenzhen Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,6-4 6-3    ,2,2,Lajovic D.,67,53,799,945,2.1,1.66
49933,Shenzhen Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,1-6 3-6    ,2,2,Kudla D.,171,65,333,815,1.83,1.83
49934,Shenzhen Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,6-2 6-2    ,2,2,Wu D.,73,287,758,177,1.28,3.5
49935,Shenzhen Open,24/09/2018,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,7-6 6-7 3-6   ,3,4,Seppi A.,52,46,950,1021,2.5,1.5
49936,Shenzhen Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,7-5 2-6 6-3   ,3,4,Ivashka I.,31,101,1295,588,1.3,3.4
49937,Shenzhen Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,5-7 1-6    ,2,2,Vesely J.,134,90,423,645,2.37,1.53
49938,Shenzhen Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,2-6 7-5 7-6   ,3,4,Ito T.,74,184,743,304,1.53,2.37
49939,Shenzhen Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,3-6 0-6    ,2,2,Sugita Y.,40,100,1133,590,1.33,3.25
49940,Shenzhen Open,25/09/2018,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,6-3 6-2    ,2,2,Jung J.,28,122,1375,456,1.33,3.25
49941,Shenzhen Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,6-7 6-4 6-7   ,3,4,Troicki V.,52,131,950,427,1.5,2.5
49942,Shenzhen Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,6-3 7-6    ,2,2,Tsitsipas S.,67,15,799,1962,2.5,1.5
49943,Shenzhen Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,6-7 6-3 5-7   ,3,4,Shapovalov D.,171,31,333,1295,2.62,1.44
49944,Shenzhen Open,26/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,6-4 7-6    ,2,2,Coric B.,73,18,758,1825,3.0,1.36
49945,Shenzhen Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Dzumhur D.,4-6 2-6    ,2,2,Ramanathan R.,39,134,1190,423,1.36,3.0
49946,Shenzhen Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,1-6 7-6 6-0   ,3,4,Mcdonald M.,40,80,1133,714,1.28,3.5
49947,Shenzhen Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,3-6 4-6    ,2,2,Goffin D.,311,11,155,3435,2.2,1.61
49948,Shenzhen Open,27/09/2018,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,3-6 6-2 7-5   ,3,4,Daniel T.,28,74,1375,743,1.28,3.5
49949,Shenzhen Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Herbert P.H.,7-6 6-7 4-6   ,3,4,Ramos-Vinolas A.,67,52,799,950,1.5,2.62
49950,Shenzhen Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,6-3 7-6    ,2,2,Dzumhur D.,40,39,1133,1190,1.57,2.37
49951,Shenzhen Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,6-7 2-6    ,2,2,Norrie C.,171,73,333,758,2.1,1.72
49952,Shenzhen Open,28/09/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Verdasco F.,6-4 6-4    ,2,2,Murray A.,28,311,1375,155,2.62,1.5
49953,Shenzhen Open,29/09/2018,ATP250,Outdoor,Hard,Semifinals,3,Herbert P.H.,5-7 6-2 6-7   ,3,4,De Minaur A.,67,40,799,1133,2.75,1.44
49954,Shenzhen Open,29/09/2018,ATP250,Outdoor,Hard,Semifinals,3,Nishioka Y.,1-6 6-3 7-6   ,3,4,Verdasco F.,171,28,333,1375,2.5,1.53
49955,Shenzhen Open,30/09/2018,ATP250,Outdoor,Hard,The Final,3,Nishioka Y.,5-7 6-2 4-6   ,3,4,Herbert P.H.,171,67,333,799,1.72,2.1
49956,China Open,01/10/2018,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,7-5 5-7 7-5   ,3,4,Coric B.,71,18,770,1825,3.75,1.25
49957,China Open,01/10/2018,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,4-6 4-6    ,2,2,Querrey S.,24,54,1605,920,1.53,2.37
49958,China Open,01/10/2018,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,6-3 6-4    ,2,2,Seppi A.,45,46,1022,1021,1.66,2.1
49959,China Open,01/10/2018,ATP500,Outdoor,Hard,1st Round,3,Edmund K.,6-3 1-6 2-6   ,3,4,Gojowczyk P.,16,70,1855,786,1.44,2.62
49960,China Open,01/10/2018,ATP500,Outdoor,Hard,1st Round,3,Lajovic D.,2-6 6-4 6-4   ,3,4,Pospisil V.,55,83,920,687,1.57,2.25
