,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
47712,Brisbane International,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Harrison R.,6-4 3-6 6-2   ,3,4,Mayer L.,47,52,1010,909,1.61,2.2
47713,Brisbane International,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,3-6 2-6    ,2,2,Tiafoe F.,76,79,670,662,2.5,1.5
47714,Brisbane International,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Zverev M.,6-4 7-5    ,2,2,Smith J.P.,33,218,1302,235,1.4,2.75
47715,Brisbane International,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Zeballos H.,3-6 4-6    ,2,2,Escobedo E.,66,120,768,498,2.2,1.61
47716,Brisbane International,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,6-2 6-4    ,2,2,Thompson J.,54,94,890,593,1.83,1.83
47717,Brisbane International,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,3-6 4-6    ,2,2,Delbonis F.,175,67,299,755,1.66,2.1
47718,Brisbane International,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Chung H.,6-3 7-6    ,2,2,Muller G.,58,25,844,1695,1.53,2.37
47719,Brisbane International,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,7-6 6-7 4-6   ,3,4,Shapovalov D.,50,51,992,981,1.72,2.0
47720,Brisbane International,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,6-7 6-3 6-2   ,3,4,Dzumhur D.,63,30,809,1391,2.62,1.44
47721,Brisbane International,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Millman J.,6-7 0-6    ,2,2,Polansky P.,128,137,436,404,1.33,3.25
47722,Brisbane International,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,6-1 6-2    ,2,2,Zeballos H.,169,66,315,768,1.33,3.25
47723,Brisbane International,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Kyrgios N.,7-6 6-7 2-6   ,3,4,Ebden M.,21,76,2010,670,1.14,5.5
47724,Brisbane International,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Mmoh M.,6-2 5-7 6-4   ,3,4,Zverev M.,175,33,299,1302,2.37,1.53
47725,Brisbane International,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,4-6 4-6    ,2,2,Raonic M.,209,24,245,1795,4.0,1.22
47726,Brisbane International,04/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,7-6 6-2    ,2,2,Donaldson J.,63,54,809,890,1.9,1.8
47727,Brisbane International,04/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Harrison R.,7-6 4-6 2-6   ,3,4,Hanfmann Y.,47,119,1010,499,1.36,3.0
47728,Brisbane International,04/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,7-6 5-7 6-4   ,3,4,Chung H.,50,58,992,844,2.0,1.72
47729,Brisbane International,04/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,6-4 6-7 3-6   ,3,4,Millman J.,3,128,5150,436,1.16,5.0
47730,Brisbane International,05/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,6-4 6-0    ,2,2,Mmoh M.,209,175,245,299,1.72,2.1
47731,Brisbane International,05/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,6-1 3-6 4-6   ,3,4,Dolgopolov O.,21,169,2010,315,1.44,2.75
47732,Brisbane International,05/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,6-3 6-7 6-4   ,3,4,Edmund K.,3,50,5150,992,1.36,3.25
47733,Brisbane International,06/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Harrison R.,6-4 6-7 4-6   ,3,4,De Minaur A.,47,209,1010,245,1.66,2.2
47734,Brisbane International,06/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Kyrgios N.,3-6 6-1 6-4   ,3,4,Dimitrov G.,21,3,2010,5150,2.0,1.8
47735,Brisbane International,07/01/2018,ATP250,Outdoor,Hard,The Final,3,Kyrgios N.,4-6 2-6    ,2,2,Harrison R.,21,47,2010,1010,1.2,4.5
47736,Qatar Exxon Mobil Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,4-6 6-4 6-0   ,3,4,Sela D.,35,68,1295,755,1.36,3.0
47737,Qatar Exxon Mobil Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Thiem D.,6-7 3-6    ,2,2,Donskoy E.,5,72,4015,704,1.2,4.33
47738,Qatar Exxon Mobil Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,6-4 6-3    ,2,2,Fabbiano T.,59,73,826,701,1.57,2.25
47739,Qatar Exxon Mobil Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Tsitsipas S.,6-4 5-7 4-6   ,3,4,Mayer F.,91,69,606,718,1.53,2.37
47740,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Coric B.,5-7 6-2 7-6   ,3,4,Carreno Busta P.,48,10,1001,2615,1.72,2.0
47741,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Basic M.,4-6 3-6    ,2,2,Haider-Maurer A.,138,451,399,81,1.22,4.0
47742,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,6-4 5-7 7-6   ,3,4,Garcia-Lopez G.,36,70,1295,714,1.53,2.37
47743,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,4-6 1-6    ,2,2,Krajinovic F.,60,34,817,1298,2.2,1.61
47744,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,7-5 6-1    ,2,2,Jaziri M.,49,98,993,580,1.53,2.37
47745,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,6-4 6-7 4-6   ,3,4,Troicki V.,135,55,410,880,2.25,1.57
47746,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,6-4 1-6 7-6   ,3,4,Berdych T.,53,19,898,2095,3.25,1.33
47747,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,0-6 2-6    ,2,2,Estrella Burgos V.,31,83,1375,648,1.12,6.0
47748,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Pella G.,2-6 7-5 7-5   ,3,4,Ramos-Vinolas A.,64,23,774,1845,1.83,1.83
47749,Qatar Exxon Mobil Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,3-6 6-3 4-6   ,3,4,Lorenzi P.,46,43,1015,1095,1.22,4.0
47750,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Coric B.,6-1 6-3    ,2,2,Basilashvili N.,48,59,1001,826,1.4,2.75
47751,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Basic M.,4-6 6-7    ,2,2,Lopez F.,138,36,399,1295,2.75,1.4
47752,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,6-4 3-6 6-4   ,3,4,Verdasco F.,39,35,1229,1295,2.2,1.61
47753,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,2-6 2-6    ,2,2,Berrettini M.,60,135,817,410,1.61,2.2
47754,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Thiem D.,7-5 6-4    ,2,2,Bedene A.,5,49,4015,993,1.28,3.5
47755,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Pella G.,6-7 3-6    ,2,2,Travaglia S.,64,134,774,414,1.4,2.75
47756,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,6-3 1-6 6-3   ,3,4,Struff J.L.,46,53,1015,898,1.57,2.25
47757,Qatar Exxon Mobil Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Tsitsipas S.,3-6 4-6    ,2,2,Gasquet R.,91,31,606,1375,3.0,1.36
47758,Qatar Exxon Mobil Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Pella G.,6-2 6-3    ,2,2,Basic M.,64,138,774,399,1.53,2.5
47759,Qatar Exxon Mobil Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,3-6 5-7    ,2,2,Coric B.,39,48,1229,1001,2.1,1.72
47760,Qatar Exxon Mobil Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Thiem D.,7-5 6-4    ,2,2,Tsitsipas S.,5,91,4015,606,1.4,3.0
47761,Qatar Exxon Mobil Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,3-6 6-7    ,2,2,Gojowczyk P.,46,60,1015,817,1.53,2.5
47762,Qatar Exxon Mobil Open,05/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,6-2 4-6 7-6   ,3,4,Pella G.,39,64,1229,774,1.53,2.5
47763,Qatar Exxon Mobil Open,06/01/2018,ATP250,Outdoor,Hard,The Final,3,Monfils G.,2-6 3-6    ,2,2,Rublev A.,46,39,1015,1229,1.61,2.3
47764,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,6-7 6-4 7-5   ,3,4,Andujar P.,113,1690,523,1,1.36,3.0
47765,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,0-6 3-6    ,2,2,Kicker N.,85,95,630,590,1.22,4.0
47766,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,6-2 7-6    ,2,2,Albot R.,74,86,693,616,1.53,2.37
47767,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Ojeda Lara R.,3-6 6-7    ,2,2,Vesely J.,198,62,260,815,3.25,1.33
47768,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,7-6 6-7 6-2   ,3,4,Cecchinato M.,81,109,652,543,1.28,3.5
47769,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Simon G.,4-6 1-6    ,2,2,Sandgren T.,89,96,610,583,1.44,2.62
47770,Tata Open,01/01/2018,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,7-6 6-2    ,2,2,Carballes Baena R.,148,106,379,550,1.68,2.3
47771,Tata Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,3-6 3-6    ,2,2,Nagal S.,230,223,227,233,1.61,2.2
47772,Tata Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Djere L.,5-7 6-4 7-5   ,3,4,Copil M.,88,93,612,601,2.75,1.4
47773,Tata Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Haase R.,6-7 5-7    ,2,2,Kavcic B.,42,97,1130,581,1.3,3.4
47774,Tata Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,6-3 6-4    ,2,2,Kadhe A.,118,610,499,45,1.08,8.0
47775,Tata Open,02/01/2018,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,7-6 3-6 6-7   ,3,4,Bemelmans R.,124,117,475,503,1.8,1.9
47776,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,6-4 6-7 7-6   ,3,4,Fucsovics M.,41,85,1155,630,2.1,1.66
47777,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,6-4 3-6 4-6   ,3,4,Bhambri Y.,81,118,652,499,2.25,1.57
47778,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,3-6 7-6 7-5   ,3,4,Jarry N.,42,113,1130,523,1.3,3.4
47779,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,3-6 6-7    ,2,2,Bautista Agut R.,89,20,610,2015,3.5,1.28
47780,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,7-5 7-6    ,2,2,Djere L.,74,88,693,612,1.33,3.25
47781,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,4-6 3-6    ,2,2,Ramanathan R.,6,148,3805,379,1.08,8.0
47782,Tata Open,03/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Ojeda Lara R.,6-4 6-4    ,2,2,Ivashka I.,198,230,260,227,2.75,1.4
47783,Tata Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,3-6 2-6    ,2,2,Herbert P.H.,6,81,3805,652,1.16,5.0
47784,Tata Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,6-2 6-3    ,2,2,Ojeda Lara R.,89,198,610,260,1.12,5.5
47785,Tata Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,7-6 4-6 2-6   ,3,4,Kukushkin M.,14,74,2480,693,1.22,4.33
47786,Tata Open,04/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,7-5 2-6 6-3   ,3,4,Haase R.,41,42,1155,1130,2.2,1.66
47787,Tata Open,05/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Simon G.,6-1 3-6 2-6   ,3,4,Cilic M.,89,6,610,3805,3.4,1.33
47788,Tata Open,05/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,6-7 7-6 6-1   ,3,4,Paire B.,14,41,2480,1155,1.3,3.5
47789,Tata Open,06/01/2018,ATP250,Outdoor,Hard,The Final,3,Simon G.,6-7 2-6    ,2,2,Anderson K.,89,14,610,2480,2.75,1.44
47790,ASB Classic,07/01/2018,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,6-7 6-4 6-2   ,3,4,Young D.,59,63,850,816,1.72,2.0
47791,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,6-7 4-6    ,2,2,Wu Y.,38,313,1270,157,1.2,4.33
47792,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,6-1 3-6 6-4   ,3,4,Sugita Y.,48,41,1030,1200,1.53,2.37
47793,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,2-6 1-6    ,2,2,Venus M.,21,40,1855,1225,1.03,12.0
47794,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,6-3 6-2    ,2,2,Dutra Silva R.,50,100,981,566,1.33,3.25
47795,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,3-6 2-6    ,2,2,Daniel T.,33,98,1370,579,1.39,2.94
47796,ASB Classic,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,6-3 4-6 6-3   ,3,4,Smyczek T.,65,135,782,429,1.53,2.37
47797,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,5-7 6-7    ,2,2,Caruana L.,46,397,1055,100,1.11,6.73
47798,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,3-6 6-1 7-6   ,3,4,Albot R.,64,88,815,616,1.72,2.0
47799,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,3-6 7-6 3-6   ,3,4,Tsitsipas S.,90,80,605,655,2.75,1.4
47800,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Haase R.,0-6 7-6 6-3   ,3,4,Ruud C.,43,137,1130,416,1.36,3.0
47801,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Chung H.,3-6 7-5 3-6   ,3,4,Sandgren T.,62,96,832,583,1.22,4.0
47802,ASB Classic,09/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,2-6 6-2 6-1   ,3,4,Johnson S.,21,46,1855,1055,1.28,3.5
47803,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,6-7 3-6    ,2,2,Lacko L.,43,90,1130,605,1.72,2.0
47804,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,6-4 6-7 7-6   ,3,4,Querrey S.,64,13,815,2535,2.62,1.44
47805,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,3-6 3-6    ,2,2,Sock J.,65,8,782,3165,2.75,1.4
47806,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,6-2 6-2    ,2,2,Sousa J.,38,59,1270,850,1.61,2.2
47807,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,2-6 6-7    ,2,2,Cuevas P.,48,33,1030,1370,1.57,2.25
47808,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,6-2 6-4    ,2,2,Shapovalov D.,12,50,2595,981,1.36,3.0
47809,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,6-7 7-5 2-6   ,3,4,Isner J.,62,16,832,2265,2.1,1.66
47810,ASB Classic,10/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,7-6 6-2    ,2,2,Vesely J.,21,64,1855,815,1.16,5.0
47811,ASB Classic,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Haase R.,4-6 4-6    ,2,2,Gojowczyk P.,43,65,1130,782,2.2,1.66
47812,ASB Classic,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,6-3 6-2    ,2,2,Chung H.,38,62,1270,832,2.1,1.72
47813,ASB Classic,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,6-7 3-6    ,2,2,Khachanov K.,12,48,2595,1030,1.28,3.75
47814,ASB Classic,12/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,6-7 7-6 7-6   ,3,4,Haase R.,21,43,1855,1130,1.25,4.0
47815,ASB Classic,12/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Del Potro J.M.,4-6 4-6    ,2,2,Ferrer D.,12,38,2595,1270,1.3,3.5
47816,ASB Classic,13/01/2018,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,6-1 4-6 7-5   ,3,4,Del Potro J.M.,21,12,1855,2595,3.25,1.36
47817,Sydney International,07/01/2018,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,6-7 4-6    ,2,2,Thompson J.,45,99,1095,566,2.25,1.57
47818,Sydney International,07/01/2018,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,6-3 6-7 7-5   ,3,4,Troicki V.,37,54,1276,880,1.4,2.75
47819,Sydney International,07/01/2018,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,1-6 4-6    ,2,2,Struff J.L.,30,53,1391,898,1.83,1.83
47820,Sydney International,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,5-7 7-5 6-4   ,3,4,Bolt A.,138,189,407,274,1.66,2.1
47821,Sydney International,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Millman J.,6-7 0-6    ,2,2,Popyrin A.,127,621,456,43,1.14,5.5
47822,Sydney International,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,6-2 6-3    ,2,2,Kohlschreiber P.,84,29,642,1440,2.25,1.57
47823,Sydney International,08/01/2018,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,7-5 5-7 4-6   ,3,4,Donskoy E.,28,71,1625,704,1.44,2.62
47824,Sydney International,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,7-5 6-3    ,2,2,Zverev M.,52,34,909,1302,2.0,1.72
47825,Sydney International,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,6-4 6-7 3-6   ,3,4,Vukic A.,36,462,1295,77,1.3,3.4
47826,Sydney International,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,6-4 6-2    ,2,2,Verdasco F.,167,40,323,1225,2.5,1.5
47827,Sydney International,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Paire B.,6-1 6-7 3-6   ,3,4,Bedene A.,42,51,1155,968,2.1,1.66
47828,Sydney International,09/01/2018,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,6-1 6-4    ,2,2,Simon G.,55,57,878,860,2.1,1.66
47829,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,2-6 1-6    ,2,2,Berankis R.,28,138,1625,407,1.28,3.5
47830,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Lorenzi P.,6-3 7-5    ,2,2,Ramos-Vinolas A.,45,22,1095,1845,2.25,1.57
47831,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,2-6 6-3 1-6   ,3,4,Mayer L.,42,52,1155,909,1.72,2.0
47832,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,3-6 6-3 6-4   ,3,4,Dolgopolov O.,27,37,1670,1276,2.62,1.44
47833,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,3-6 6-4 5-7   ,3,4,Donaldson J.,84,55,642,878,1.83,1.83
47834,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,6-3 7-6    ,2,2,Schwartzman D.,36,26,1295,1675,2.5,1.5
47835,Sydney International,10/01/2018,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,6-7 4-6    ,2,2,Millman J.,25,127,1695,456,2.0,1.72
47836,Sydney International,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Fognini F.,6-7 7-6 6-2   ,3,4,Mannarino A.,27,28,1670,1625,2.1,1.72
47837,Sydney International,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,3-6 3-6    ,2,2,Lorenzi P.,84,45,642,1095,1.5,2.62
47838,Sydney International,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,6-4 6-4    ,2,2,Muller G.,42,25,1155,1695,2.1,1.72
47839,Sydney International,11/01/2018,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,4-6 4-6    ,2,2,Lopez F.,167,36,323,1295,1.8,1.9
47840,Sydney International,12/01/2018,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,2-6 6-4 6-1   ,3,4,Fognini F.,84,27,642,1670,2.0,1.8
47841,Sydney International,12/01/2018,ATP250,Outdoor,Hard,Semifinals,3,De Minaur A.,6-4 1-6 1-6   ,3,4,Paire B.,167,42,323,1155,1.8,2.0
47842,Sydney International,13/01/2018,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,1-6 6-4 7-5   ,3,4,De Minaur A.,84,167,642,323,2.2,1.66
47843,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,6-7 3-6 4-6   ,3,1,Haider-Maurer A.,37,448,1296,81,1.04,13.0
47844,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Harrison R.,6-3 5-7 3-6 7-5 6-2 ,5,4,Sela D.,45,95,1115,585,1.3,3.5
47845,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,7-6 3-6 6-3 3-6 4-6 ,5,4,Anderson K.,49,12,992,2610,3.0,1.4
47846,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,7-5 4-6 7-5 6-1  ,4,3,Kubler J.,11,243,2615,217,1.28,3.75
47847,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,6-7 3-6 5-7   ,3,1,Youzhny M.,34,90,1345,604,1.72,2.1
47848,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,6-2 6-1 5-7 7-6  ,4,3,Herbert P.H.,60,74,848,690,1.66,2.2
47849,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,5-7 4-6 3-6   ,3,1,Delbonis F.,28,67,1490,755,1.25,4.0
47850,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,3-6 6-4 6-2 6-2  ,4,3,Moutet C.,76,155,686,361,1.33,3.4
47851,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,5-7 7-6 2-6 7-6 2-6 ,5,4,Ferrer D.,32,33,1373,1360,1.9,1.9
47852,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Ebden M.,6-4 3-6 6-3 6-3  ,4,3,Isner J.,78,16,684,2265,3.5,1.3
47853,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,3-6 6-2 0-6 6-1 2-6 ,5,4,Kohlschreiber P.,168,29,318,1415,3.5,1.3
47854,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,6-7 4-6 6-2 6-3 6-4 ,5,4,Bolt A.,65,188,800,274,1.25,4.0
47855,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,1-6 3-6 6-7   ,3,1,Tsitsipas S.,50,82,986,655,1.72,2.1
47856,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,6-3 6-2 6-1   ,3,1,Novak D.,3,226,4990,232,1.01,21.0
47857,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,6-2 3-6 7-5 4-6 9-11 ,5,4,Lajovic D.,26,75,1675,687,1.25,4.0
47858,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,6-2 6-2 4-6 7-6  ,4,3,Pospisil V.,6,105,3805,541,1.12,6.0
47859,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,6-3 6-2 6-7 2-6 4-6 ,5,4,Lorenzi P.,30,44,1391,1120,1.66,2.2
47860,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,7-6 6-3 7-6   ,3,1,Djere L.,89,85,615,624,1.9,1.9
47861,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,4-6 3-6 6-4 1-6  ,4,3,Ymer E.,186,140,277,398,1.9,1.9
47862,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,7-5 6-4 6-3   ,3,1,Copil M.,57,92,860,592,1.4,3.0
47863,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Sugita Y.,1-6 6-7 7-5 3-6  ,4,3,Sock J.,41,9,1200,2960,3.0,1.4
47864,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,6-3 6-4 2-6 6-3  ,4,3,Melzer G.,61,102,836,545,1.5,2.62
47865,Australian Open,15/01/2018,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,6-7 4-6 3-6   ,3,1,Bhambri Y.,123,119,474,487,1.72,2.1
