,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
53148,Delray Beach Open,18/02/2020,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,7-6 6-4    ,2,2,Laaksonen H.,76,134,745,400,1.36,3.0
53149,Delray Beach Open,18/02/2020,ATP250,Outdoor,Hard,1st Round,3,Raonic M.,2-6 2-6    ,2,2,Istomin D.,37,164,1260,305,1.18,4.5
53150,Delray Beach Open,18/02/2020,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,6-7 6-3 6-1   ,3,4,Kozlov S.,44,367,1086,97,1.2,4.33
53151,Delray Beach Open,18/02/2020,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,7-6 4-6 6-7   ,3,4,Gulbis E.,54,224,947,209,1.61,2.2
53152,Delray Beach Open,19/02/2020,ATP250,Outdoor,Hard,1st Round,3,Paul T.,6-2 6-4    ,2,2,Galan D.E.,70,146,778,376,1.28,3.5
53153,Delray Beach Open,19/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,4-6 6-3 6-7   ,3,4,Harrison R.,82,433,702,73,1.33,3.25
53154,Delray Beach Open,19/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,6-1 6-2    ,2,2,Rubin N.,63,269,862,162,1.22,4.0
53155,Delray Beach Open,19/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,5-7 2-6    ,2,2,Norrie C.,294,60,139,885,1.8,1.9
53156,Delray Beach Open,19/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,6-3 6-4    ,2,2,Mcdonald M.,54,159,947,327,1.5,2.5
53157,Delray Beach Open,20/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,4-6 6-7    ,2,2,Kecmanovic M.,44,50,1086,999,2.0,1.72
53158,Delray Beach Open,20/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,7-5 7-6    ,2,2,Paul T.,84,70,700,778,1.8,1.9
53159,Delray Beach Open,21/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,5-7 3-6    ,2,2,Stebe C.M.,37,147,1260,370,1.12,6.0
53160,Delray Beach Open,21/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Humbert U.,6-1 6-2    ,2,2,Tiafoe F.,44,84,1086,700,1.8,2.0
53161,Delray Beach Open,21/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,6-3 6-7 4-6   ,3,4,Nakashima B.,63,294,862,139,1.53,2.5
53162,Delray Beach Open,21/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Opelka R.,6-3 6-4    ,2,2,Kwon S.W.,54,82,947,702,1.61,2.3
53163,Delray Beach Open,22/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Raonic M.,6-7 3-6    ,2,2,Johnson S.,37,76,1260,745,1.3,3.5
53164,Delray Beach Open,22/02/2020,ATP250,Outdoor,Hard,Semifinals,3,Nishioka Y.,1-6 6-4 6-0   ,3,4,Humbert U.,63,44,862,1086,2.37,1.57
53165,Delray Beach Open,23/02/2020,ATP250,Outdoor,Hard,Semifinals,3,Opelka R.,6-4 6-7 3-6   ,3,4,Raonic M.,54,37,947,1260,2.75,1.44
53166,Delray Beach Open,23/02/2020,ATP250,Outdoor,Hard,The Final,3,Opelka R.,7-5 6-7 6-2   ,3,4,Nishioka Y.,54,63,947,862,1.5,2.62
53167,Open 13,17/02/2020,ATP250,Indoor,Hard,1st Round,3,Ymer M.,3-6 6-3 5-7   ,3,4,Gasquet R.,75,57,749,915,1.72,2.0
53168,Open 13,17/02/2020,ATP250,Indoor,Hard,1st Round,3,Paire B.,6-4 7-6    ,2,2,Barrere G.,20,89,1738,665,1.61,2.2
53169,Open 13,17/02/2020,ATP250,Indoor,Hard,1st Round,3,Bublik A.,4-6 5-7    ,2,2,Fucsovics M.,55,73,930,762,2.5,1.5
53170,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Hurkacz H.,6-4 6-1    ,2,2,Hoang A.,29,129,1433,412,1.33,3.25
53171,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,6-7 3-6    ,2,2,Ruusuvuori E.,98,101,597,576,1.4,2.75
53172,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Sinner J.,6-4 7-6    ,2,2,Gombos N.,68,102,793,565,1.4,2.75
53173,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Cilic M.,6-3 6-7 4-6   ,3,4,Ivashka I.,39,137,1205,394,1.36,3.0
53174,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Simon G.,6-4 7-6    ,2,2,Mayot H.,58,509,890,55,1.3,3.4
53175,Open 13,18/02/2020,ATP250,Indoor,Hard,1st Round,3,Bedene A.,6-4 4-6 5-7   ,3,4,Khachanov K.,47,17,1010,2040,2.62,1.44
53176,Open 13,19/02/2020,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,7-6 6-3    ,2,2,Novak D.,72,95,764,609,1.66,2.1
53177,Open 13,19/02/2020,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,6-7 4-6    ,2,2,Kukushkin M.,79,69,715,791,1.57,2.25
53178,Open 13,19/02/2020,ATP250,Indoor,Hard,1st Round,3,Auger-Aliassime F.,6-7 7-6 6-3   ,3,4,Travaglia S.,18,85,1921,684,1.28,3.5
53179,Open 13,19/02/2020,ATP250,Indoor,Hard,2nd Round,3,Pospisil V.,3-6 4-6    ,2,2,Hurkacz H.,98,29,597,1433,2.2,1.61
53180,Open 13,19/02/2020,ATP250,Indoor,Hard,2nd Round,3,Tsitsipas S.,6-1 6-3    ,2,2,Ymer M.,6,75,4745,749,1.22,4.0
53181,Open 13,19/02/2020,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,6-3 4-6 4-6   ,3,4,Paire B.,55,20,930,1738,2.25,1.57
53182,Open 13,20/02/2020,ATP250,Indoor,Hard,2nd Round,3,Simon G.,7-6 6-4    ,2,2,Bedene A.,58,47,890,1010,2.37,1.53
53183,Open 13,20/02/2020,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,4-6 6-4 2-6   ,3,4,Cilic M.,15,39,2075,1205,1.72,2.0
53184,Open 13,20/02/2020,ATP250,Indoor,Hard,2nd Round,3,Medvedev D.,1-6 6-1 6-2   ,3,4,Sinner J.,5,68,5890,793,1.25,3.75
53185,Open 13,20/02/2020,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,0-6 7-6 6-7   ,3,4,Herbert P.H.,18,79,1921,715,1.9,1.8
53186,Open 13,20/02/2020,ATP250,Indoor,Hard,2nd Round,3,Gerasimov E.,6-4 7-6    ,2,2,Goffin D.,72,10,764,2600,2.62,1.44
53187,Open 13,21/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,5-7 6-4 3-6   ,3,4,Shapovalov D.,55,15,930,2075,2.75,1.44
53188,Open 13,21/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,7-5 6-3    ,2,2,Pospisil V.,6,98,4745,597,1.44,2.75
53189,Open 13,21/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,4-6 0-6    ,2,2,Medvedev D.,58,5,890,5890,4.5,1.2
53190,Open 13,21/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,7-5 6-2    ,2,2,Gerasimov E.,18,72,1921,764,1.53,2.5
53191,Open 13,22/02/2020,ATP250,Indoor,Hard,Semifinals,3,Tsitsipas S.,5-7 3-6    ,2,2,Bublik A.,6,55,4745,930,1.22,4.33
53192,Open 13,22/02/2020,ATP250,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,7-5 7-6    ,2,2,Simon G.,18,58,1921,890,1.57,2.37
53193,Open 13,23/02/2020,ATP250,Indoor,Hard,The Final,3,Tsitsipas S.,3-6 4-6    ,2,2,Auger-Aliassime F.,6,18,4745,1921,1.44,2.75
53194,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,6-2 6-4    ,2,2,Carballes Baena R.,86,93,676,639,1.57,2.25
53195,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Garin C.,6-4 5-7 6-7   ,3,4,Martin A.,25,94,1550,629,1.25,3.75
53196,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Andujar P.,6-3 6-3    ,2,2,Verdasco F.,59,49,887,1000,2.25,1.57
53197,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Martinez P.,6-3 2-6 5-7   ,3,4,Dellien H.,133,78,404,738,1.72,2.0
53198,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Seyboth Wild T.,5-7 7-6 7-5   ,3,4,Davidovich Fokina A.,206,90,235,655,2.25,1.57
53199,Rio Open,17/02/2020,ATP500,Outdoor,Clay,1st Round,3,Coria F.,6-1 6-7 6-7   ,3,4,Moutet C.,116,77,466,742,2.25,1.57
53200,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Alcaraz C.,7-6 4-6 7-6   ,3,4,Ramos-Vinolas A.,406,41,82,1130,4.33,1.2
53201,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Balazs A.,4-6 3-6    ,2,2,Cuevas P.,106,46,525,1017,3.75,1.25
53202,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,6-4 6-7 6-1   ,3,4,Cecchinato M.,23,111,1641,508,1.61,2.2
53203,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Coric B.,6-7 5-7    ,2,2,Londero J.I.,32,61,1320,881,1.9,1.8
53204,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Munar J.,7-5 6-4    ,2,2,Caruso S.,99,97,593,600,1.5,2.5
53205,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Sonego L.,1-6 7-5 4-6   ,3,4,Mayer L.,52,109,960,509,1.8,1.9
53206,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Domingues J.,7-6 6-4    ,2,2,Gaio F.,169,127,292,422,1.72,2.0
53207,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Mager G.,6-7 5-7    ,2,2,Ruud C.,128,34,413,1313,3.75,1.25
53208,Rio Open,18/02/2020,ATP500,Outdoor,Clay,1st Round,3,Thiem D.,6-2 4-6 6-1   ,3,4,Meligeni Rodrigues F,4,341,7045,111,1.01,26.0
53209,Rio Open,19/02/2020,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,7-5 4-6 6-7   ,3,4,Pella G.,88,26,669,1515,2.1,1.66
53210,Rio Open,19/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Garin C.,6-4 6-3    ,2,2,Delbonis F.,25,86,1550,676,1.5,2.5
53211,Rio Open,19/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Martinez P.,1-6 4-6    ,2,2,Andujar P.,133,59,404,887,2.5,1.5
53212,Rio Open,19/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Balazs A.,1-6 6-1 6-4   ,3,4,Monteiro T.,106,88,525,669,2.62,1.44
53213,Rio Open,20/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Coria F.,4-6 6-4 4-6   ,3,4,Alcaraz C.,116,406,466,82,1.83,1.83
53214,Rio Open,20/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Mager G.,6-3 7-6    ,2,2,Domingues J.,128,169,413,292,1.4,2.75
53215,Rio Open,20/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Sonego L.,6-7 6-7    ,2,2,Lajovic D.,52,23,960,1641,2.62,1.44
53216,Rio Open,20/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Coric B.,6-3 1-6 7-6   ,3,4,Seyboth Wild T.,32,206,1320,235,1.36,3.0
53217,Rio Open,21/02/2020,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,7-6 3-6 4-6   ,3,4,Munar J.,4,99,7045,593,1.18,4.5
53218,Rio Open,21/02/2020,ATP500,Outdoor,Clay,Quarterfinals,3,Garin C.,2-6 6-3 7-5   ,3,4,Coria F.,25,116,1550,466,1.2,4.5
53219,Rio Open,22/02/2020,ATP500,Outdoor,Clay,Quarterfinals,3,Coric B.,6-7 3-6    ,2,2,Sonego L.,32,52,1320,960,1.72,2.1
53220,Rio Open,22/02/2020,ATP500,Outdoor,Clay,Quarterfinals,3,Balazs A.,2-6 6-4 6-2   ,3,4,Martinez P.,106,133,525,404,2.3,1.61
53221,Rio Open,22/02/2020,ATP500,Outdoor,Clay,Quarterfinals,3,Mager G.,6-7 5-7    ,2,2,Thiem D.,128,4,413,7045,6.5,1.11
53222,Rio Open,23/02/2020,ATP500,Outdoor,Clay,Semifinals,3,Garin C.,6-4 7-5    ,2,2,Coric B.,25,32,1550,1320,1.66,2.2
53223,Rio Open,23/02/2020,ATP500,Outdoor,Clay,Semifinals,3,Mager G.,6-7 6-4 6-7   ,3,4,Balazs A.,128,106,413,525,1.4,3.0
53224,Rio Open,23/02/2020,ATP500,Outdoor,Clay,The Final,3,Garin C.,7-6 7-5    ,2,2,Mager G.,25,128,1550,413,1.25,4.0
53225,Abierto Mexicano,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Mannarino A.,6-2 3-6 3-6   ,3,4,Norrie C.,42,58,1086,872,1.83,1.83
53226,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Paul T.,6-7 6-4 6-4   ,3,4,Mcdonald M.,66,196,792,257,1.44,2.62
53227,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Kecmanovic M.,6-3 4-6 3-6   ,3,4,De Minaur A.,50,25,1003,1575,2.0,1.72
53228,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Wawrinka S.,6-3 6-7 7-6   ,3,4,Tiafoe F.,16,82,2060,700,1.36,3.0
53229,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Giron M.,4-6 6-7    ,2,2,Lopez Villasenor G.,115,518,498,54,1.12,6.0
53230,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Edmund K.,6-4 6-1    ,2,2,Lopez F.,44,52,1085,953,1.3,3.4
53231,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Martinez P.,3-6 2-6    ,2,2,Albot R.,113,69,504,772,2.0,1.72
53232,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Kwon S.W.,6-2 2-6 6-3   ,3,4,Daniel T.,76,110,732,511,1.44,2.62
53233,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,3-6 3-6    ,2,2,Dzumhur D.,22,109,1682,520,1.33,3.25
53234,Abierto Mexicano,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,6-3 7-6    ,2,2,Bolt A.,19,137,1771,395,1.4,2.75
53235,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,1st Round,3,Lajovic D.,7-6 4-6 3-6   ,3,4,Johnson S.,24,73,1670,745,2.0,1.72
53236,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,7-6 6-1    ,2,2,Jung J.,7,119,3885,457,1.16,5.0
53237,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,3-6 2-6    ,2,2,Andujar P.,2,54,9395,932,1.03,15.0
53238,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,1st Round,3,Fritz T.,7-5 3-6 6-1   ,3,4,Millman J.,35,40,1255,1141,1.83,1.83
53239,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,1st Round,3,Isner J.,3-6 6-7    ,2,2,Zverev M.,20,257,1760,182,1.36,3.0
53240,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Edmund K.,6-4 6-4    ,2,2,Auger-Aliassime F.,44,19,1085,1771,1.66,2.1
53241,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Kwon S.W.,6-7 0-6    ,2,2,Lajovic D.,76,24,732,1670,1.83,1.83
53242,Abierto Mexicano,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Isner J.,6-3 7-6    ,2,2,Giron M.,20,115,1760,498,1.28,3.5
53243,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Paul T.,3-6 4-6    ,2,2,Zverev A.,66,7,792,3885,4.33,1.2
53244,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Dimitrov G.,6-7 6-2 7-6   ,3,4,Mannarino A.,22,42,1682,1086,1.33,3.25
53245,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,4-6 1-6    ,2,2,Humbert U.,35,43,1255,1086,2.0,1.72
53246,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Wawrinka S.,6-4 6-4    ,2,2,Martinez P.,16,113,2060,504,1.12,6.0
53247,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Nadal R.,2-6 5-7    ,2,2,Kecmanovic M.,2,50,9395,1003,1.07,9.0
53248,Abierto Mexicano,27/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Isner J.,7-6 3-6 6-2   ,3,4,Paul T.,20,66,1760,792,1.72,2.1
53249,Abierto Mexicano,28/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Fritz T.,4-6 3-6    ,2,2,Edmund K.,35,44,1255,1085,2.3,1.61
53250,Abierto Mexicano,28/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,6-4 6-4    ,2,2,Wawrinka S.,22,16,1682,2060,2.37,1.57
53251,Abierto Mexicano,28/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Nadal R.,2-6 1-6    ,2,2,Kwon S.W.,2,76,9395,732,1.05,11.0
53252,Abierto Mexicano,29/02/2020,ATP500,Outdoor,Hard,Semifinals,3,Fritz T.,2-6 7-5 6-3   ,3,4,Isner J.,35,20,1255,1760,1.9,1.9
53253,Abierto Mexicano,29/02/2020,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,3-6 2-6    ,2,2,Dimitrov G.,2,22,9395,1682,1.11,6.5
53254,Abierto Mexicano,01/03/2020,ATP500,Outdoor,Hard,The Final,3,Nadal R.,6-3 6-2    ,2,2,Fritz T.,2,35,9395,1255,1.06,10.0
53255,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,6-7 1-6    ,2,2,Kukushkin M.,17,89,2040,661,1.36,3.0
53256,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Kohlschreiber P.,4-6 6-4 6-0   ,3,4,Safwat M.,80,132,704,407,1.25,3.75
53257,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,4-6 4-6    ,2,2,Musetti L.,14,311,2219,129,1.11,6.5
53258,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Gasquet R.,7-6 6-4    ,2,2,Harris L.,56,93,915,641,1.72,2.0
53259,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,1-6 2-6    ,2,2,Jaziri M.,1,260,9720,181,1.0,51.0
53260,Dubai Tennis Championships,24/02/2020,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,6-4 7-5    ,2,2,Fucsovics M.,9,70,2860,762,1.36,3.0
53261,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Paire B.,6-2 5-7 6-7   ,3,4,Cilic M.,21,36,1738,1225,2.62,1.44
53262,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Novak D.,6-4 6-3    ,2,2,Gunneswaran P.,96,134,621,405,1.4,2.75
53263,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Uchiyama Y.,6-3 1-6 2-6   ,3,4,Lu Y.H.,99,962,604,10,1.18,4.5
53264,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Krajinovic F.,4-6 6-3 6-3   ,3,4,Sousa J.,33,68,1318,776,1.2,4.33
53265,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Bublik A.,2-6 5-7    ,2,2,Hurkacz H.,47,30,1010,1433,2.5,1.5
53266,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Evans D.,3-6 6-4 7-5   ,3,4,Fognini F.,37,11,1224,2400,1.61,2.2
53267,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Herbert P.H.,5-7 2-6    ,2,2,Nishioka Y.,78,48,715,1007,1.5,2.5
53268,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Basilashvili N.,5-7 7-6 6-3   ,3,4,Berankis R.,29,62,1440,841,1.66,2.1
53269,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,6-7 1-6    ,2,2,Carreno Busta P.,6,27,4745,1500,1.3,3.4
53270,Dubai Tennis Championships,25/02/2020,ATP500,Outdoor,Hard,1st Round,3,Struff J.L.,7-6 7-5    ,2,2,Bautista Agut R.,34,12,1270,2360,3.5,1.28
53271,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Evans D.,5-7 6-3 6-7   ,3,4,Herbert P.H.,37,78,1224,715,1.53,2.37
53272,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,7-6 6-0    ,2,2,Krajinovic F.,14,33,2219,1318,1.4,2.75
53273,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,6-7 4-6    ,2,2,Bublik A.,6,47,4745,1010,1.16,5.0
53274,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,6-3 6-4    ,2,2,Novak D.,17,96,2040,621,1.25,3.75
53275,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Struff J.L.,1-6 0-6    ,2,2,Basilashvili N.,34,29,1270,1440,1.4,2.75
53276,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,6-3 6-1    ,2,2,Kohlschreiber P.,1,80,9720,704,1.02,19.0
53277,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Gasquet R.,4-6 4-6    ,2,2,Paire B.,56,21,915,1738,1.8,1.9
53278,Dubai Tennis Championships,26/02/2020,ATP500,Outdoor,Hard,2nd Round,3,Monfils G.,6-1 6-2    ,2,2,Uchiyama Y.,9,99,2860,604,1.11,6.5
53279,Dubai Tennis Championships,27/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Evans D.,2-6 6-7    ,2,2,Rublev A.,37,14,1224,2219,4.0,1.25
53280,Dubai Tennis Championships,27/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,4-6 6-4 6-4   ,3,4,Struff J.L.,6,34,4745,1270,1.4,3.0
53281,Dubai Tennis Championships,27/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,2-6 2-6    ,2,2,Khachanov K.,1,17,9720,2040,1.07,9.0
53282,Dubai Tennis Championships,27/02/2020,ATP500,Outdoor,Hard,Quarterfinals,3,Monfils G.,6-3 6-3    ,2,2,Gasquet R.,9,56,2860,915,1.22,4.33
53283,Dubai Tennis Championships,28/02/2020,ATP500,Outdoor,Hard,Semifinals,3,Tsitsipas S.,2-6 3-6    ,2,2,Evans D.,6,37,4745,1224,1.22,4.33
53284,Dubai Tennis Championships,28/02/2020,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,2-6 7-6 6-1   ,3,4,Monfils G.,1,9,9720,2860,1.11,6.5
53285,Dubai Tennis Championships,29/02/2020,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,3-6 4-6    ,2,2,Tsitsipas S.,1,6,9720,4745,1.3,3.5
53286,Chile Open,24/02/2020,ATP250,Indoor,Clay,1st Round,3,Dellien H.,6-3 1-6 6-3   ,3,4,Cecchinato M.,94,112,638,508,2.5,1.5
53287,Chile Open,24/02/2020,ATP250,Indoor,Clay,1st Round,3,Seyboth Wild T.,1-6 6-3 1-6   ,3,4,Bagnis F.,182,131,277,409,1.9,1.8
53288,Chile Open,24/02/2020,ATP250,Indoor,Clay,1st Round,3,Carballes Baena R.,6-4 4-6 6-4   ,3,4,Munar J.,97,105,614,548,2.37,1.53
53289,Chile Open,24/02/2020,ATP250,Indoor,Clay,1st Round,3,Barrios Vera M.T.,6-4 4-6 2-6   ,3,4,Taberner C.,300,175,134,281,3.25,1.33
53290,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Davidovich Fokina A.,2-6 7-6 6-3   ,3,4,Martin A.,98,95,611,629,1.9,1.8
53291,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Monteiro T.,7-6 3-6 4-6   ,3,4,Mayer L.,88,111,669,509,1.57,2.25
53292,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Olivo R.,4-6 6-3 6-4   ,3,4,Sousa P.,297,108,139,522,2.1,1.66
53293,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Delbonis F.,1-6 6-7    ,2,2,Klizan M.,85,158,676,315,1.57,2.25
53294,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Caruso S.,6-2 6-3    ,2,2,Kovalik J.,100,120,600,447,2.2,1.61
53295,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Varillas J.P.,4-6 2-6    ,2,2,Horansky F.,146,164,380,296,1.8,1.9
53296,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Londero J.I.,6-4 6-2    ,2,2,Coria F.,63,104,832,569,1.4,2.75
53297,Chile Open,25/02/2020,ATP250,Indoor,Clay,1st Round,3,Tabilo A.,3-6 4-6    ,2,2,Lorenzi P.,166,121,290,446,1.66,2.1
53298,Chile Open,26/02/2020,ATP250,Indoor,Clay,2nd Round,3,Olivo R.,5-7 7-6 7-6   ,3,4,Cuevas P.,297,60,139,857,4.33,1.2
53299,Chile Open,26/02/2020,ATP250,Indoor,Clay,2nd Round,3,Delbonis F.,6-7 3-6    ,2,2,Caruso S.,85,100,676,600,1.5,2.5
53300,Chile Open,26/02/2020,ATP250,Indoor,Clay,2nd Round,3,Dellien H.,6-3 7-6    ,2,2,Barrios Vera M.T.,94,300,638,134,1.4,2.75
53301,Chile Open,26/02/2020,ATP250,Indoor,Clay,2nd Round,3,Ruud C.,4-6 5-7    ,2,2,Tabilo A.,38,166,1219,290,1.18,4.5
53302,Chile Open,27/02/2020,ATP250,Indoor,Clay,2nd Round,3,Monteiro T.,6-1 6-4    ,2,2,Carballes Baena R.,88,97,669,614,1.5,2.5
53303,Chile Open,27/02/2020,ATP250,Indoor,Clay,2nd Round,3,Seyboth Wild T.,6-7 4-6    ,2,2,Londero J.I.,182,63,277,832,2.75,1.4
53304,Chile Open,27/02/2020,ATP250,Indoor,Clay,2nd Round,3,Ramos-Vinolas A.,7-6 6-2    ,2,2,Varillas J.P.,45,146,1085,380,1.33,3.25
