,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
55746,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,3-6 6-3 6-3   ,3,4,Ruusuvuori E.,44,72,1485,983,3.4,1.33
55747,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Nishikori K.,4-6 7-6 2-6   ,3,4,Kecmanovic M.,55,59,1173,1142,1.4,3.0
55748,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Basilashvili N.,2-6 6-0 6-4   ,3,4,Brooksby J.,43,97,1498,812,2.75,1.44
55749,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,4-6 7-5 4-6   ,3,4,Norrie C.,29,28,1920,1975,1.8,2.0
55750,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,6-4 6-1    ,2,2,Davidovich Fokina A.,30,34,1901,1723,1.61,2.3
55751,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,4-6 3-6    ,2,2,Nishioka Y.,52,56,1226,1155,1.53,2.5
55752,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,6-3 6-4    ,2,2,Mcdonald M.,50,64,1354,1060,2.37,1.57
55753,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,6-4 3-6 4-6   ,3,4,Bublik A.,2,38,9643,1611,1.2,4.5
55754,Canadian Open,10/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,6-3 3-6 6-3   ,3,4,Cilic M.,12,39,3205,1593,1.72,2.1
55755,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,3-6 7-6 1-6   ,3,4,Humbert U.,3,26,8115,2090,1.36,2.5
55756,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,6-3 6-4    ,2,2,Dimitrov G.,32,21,1741,2466,1.53,2.5
55757,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Duckworth J.,3-6 4-6    ,2,2,Sinner J.,85,15,899,2745,4.5,1.2
55758,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,4-6 6-3 6-4   ,3,4,Garin C.,30,20,1901,2475,1.44,2.75
55759,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Harris L.,2-6 3-6    ,2,2,Lopez F.,49,99,1368,810,1.25,4.0
55760,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,7-5 6-4    ,2,2,Auger-Aliassime F.,44,16,1485,2693,4.0,1.25
55761,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,6-7 3-6    ,2,2,Fognini F.,7,37,6005,1619,1.25,4.0
55762,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,7-6 6-4    ,2,2,Karatsev A.,29,22,1920,2287,1.57,2.37
55763,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Basilashvili N.,1-6 1-6    ,2,2,De Minaur A.,43,17,1498,2600,2.5,1.53
55764,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,7-5 6-1    ,2,2,Paire B.,14,50,2913,1354,1.36,3.2
55765,Canadian Open,11/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,3-6 4-6    ,2,2,Paul T.,18,58,2585,1143,1.44,2.75
55766,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,6-1 6-4    ,2,2,Shapovalov D.,52,10,1226,3625,3.2,2.5
55767,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,6-3 3-6 4-6   ,3,4,Millman J.,24,42,2253,1505,2.3,1.61
55768,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,6-3 6-2    ,2,2,Khachanov K.,3,29,8115,1920,1.36,2.5
55769,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,4-6 3-6    ,2,2,Lajovic D.,12,44,3205,1485,1.36,3.2
55770,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,7-5 7-6    ,2,2,Rublev A.,30,7,1901,6005,2.75,1.44
55771,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Opelka R.,6-4 6-7 6-7   ,3,4,Harris L.,32,49,1741,1368,1.9,1.9
55772,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,6-3 3-6 7-5   ,3,4,Schwartzman D.,18,14,2585,2913,1.8,2.0
55773,Canadian Open,12/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,1-6 6-7    ,2,2,Tiafoe F.,24,52,2253,1226,3.0,1.4
55774,Canadian Open,13/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,6-2 6-4    ,2,2,Duckworth J.,2,85,9643,899,1.08,8.0
55775,Canadian Open,13/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,7-6 4-6 4-6   ,3,4,Basilashvili N.,13,43,3118,1498,1.66,2.2
55776,Canadian Open,13/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,6-1 6-4    ,2,2,Ruud C.,3,12,8115,3205,1.25,2.5
55777,Canadian Open,13/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Opelka R.,3-6 6-7    ,2,2,Bautista Agut R.,32,18,1741,2585,2.2,1.66
55778,Canadian Open,14/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,2-6 7-6 7-6   ,3,4,Hurkacz H.,2,13,9643,3118,1.22,4.33
55779,Canadian Open,14/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Isner J.,6-7 4-6    ,2,2,Monfils G.,30,24,1901,2253,1.5,2.62
55780,Canadian Open,14/08/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Opelka R.,6-7 7-6 6-4   ,3,4,Tsitsipas S.,32,3,1741,8115,4.33,1.22
55781,Canadian Open,15/08/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,2-6 2-6    ,2,2,Isner J.,2,30,9643,1901,1.3,3.5
55782,Canadian Open,15/08/2021,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,6-4 6-3    ,2,2,Opelka R.,2,32,9643,1741,1.16,5.0
55783,Western & Southern Financial Group Masters,15/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,7-5 3-6 2-6   ,3,4,Kecmanovic M.,50,58,1375,1142,2.37,1.57
55784,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,6-3 6-3    ,2,2,Goffin D.,93,19,834,2513,3.5,1.3
55785,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Sinner J.,2-6 5-7    ,2,2,Delbonis F.,15,48,2745,1407,1.14,5.5
55786,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,7-6 6-3    ,2,2,Basilashvili N.,36,40,1689,1578,2.1,1.72
55787,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Koepfer D.,6-7 7-5 3-6   ,3,4,Struff J.L.,59,47,1126,1410,2.2,1.66
55788,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,4-6 6-4 6-4   ,3,4,Fritz T.,49,42,1378,1550,3.2,1.36
55789,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,6-7 3-6    ,2,2,Fucsovics M.,17,37,2693,1644,1.44,2.75
55790,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,6-3 6-4    ,2,2,Nishioka Y.,46,57,1433,1170,1.4,3.0
55791,Western & Southern Financial Group Masters,16/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,2-6 6-4 3-6   ,3,4,Evans D.,14,28,2980,2096,1.44,2.75
55792,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,0-6 6-4 6-4   ,3,4,Krajinovic F.,18,33,2600,1724,1.66,2.2
55793,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,4-6 4-6    ,2,2,Gasquet R.,105,53,775,1221,2.1,1.72
55794,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,6-2 6-4    ,2,2,Anderson K.,30,76,2055,958,1.61,2.3
55795,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,5-7 2-6    ,2,2,Nakashima B.,64,86,1060,893,2.2,1.66
55796,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,6-1 6-7 6-1   ,3,4,Davidovich Fokina A.,12,34,3288,1723,1.36,3.2
55797,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,4-6 4-6    ,2,2,Djere L.,45,52,1449,1307,1.2,4.5
55798,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,6-3 6-4    ,2,2,Bautista Agut R.,21,16,2466,2720,2.62,1.5
55799,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Bublik A.,6-3 3-6 6-7   ,3,4,Giron M.,38,66,1633,1047,1.57,2.37
55800,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,7-5 6-3    ,2,2,Karatsev A.,39,25,1628,2287,2.0,1.8
55801,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,6-4 6-7 4-6   ,3,4,Norrie C.,26,31,2238,1975,1.9,1.9
55802,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,6-3 7-6    ,2,2,Alcaraz C.,27,55,2157,1196,2.2,1.66
55803,Western & Southern Financial Group Masters,17/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,6-7 6-4 4-6   ,3,4,Moutet C.,23,90,2341,848,1.44,2.75
55804,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,7-6 6-2    ,2,2,Lajovic D.,22,41,2423,1565,1.61,2.3
55805,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,5-7 6-7    ,2,2,Humbert U.,51,29,1312,2090,2.5,1.53
55806,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,4-6 6-3 6-4   ,3,4,Garin C.,56,20,1193,2510,1.72,2.1
55807,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,7-6 3-6 5-7   ,3,4,Ramos-Vinolas A.,8,49,5533,1378,1.14,5.5
55808,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,6-3 4-6 7-5   ,3,4,Shapovalov D.,50,10,1375,3625,3.75,1.28
55809,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,3-6 5-7    ,2,2,Bublik A.,21,38,2466,1633,1.72,2.1
55810,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,6-4 6-2    ,2,2,Koepfer D.,13,59,3260,1126,1.3,3.5
55811,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,7-6 3-6 4-6   ,3,4,Khachanov K.,17,30,2693,2055,2.37,1.57
55812,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Pella G.,6-1 7-5    ,2,2,Fognini F.,93,36,834,1689,3.5,1.3
55813,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,6-7 3-6    ,2,2,Murray A.,12,105,3288,775,1.33,3.4
55814,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,5-7 6-3 6-1   ,3,4,Cilic M.,7,39,6005,1628,1.3,3.5
55815,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,7-6 0-6 6-7   ,3,4,Opelka R.,11,23,3350,2341,1.72,2.1
55816,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,6-2 6-2    ,2,2,Mcdonald M.,2,64,10620,1060,1.16,5.0
55817,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,7-5 6-7 4-6   ,3,4,Sinner J.,26,15,2238,2745,2.2,1.66
55818,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,7-6 6-2    ,2,2,Harris L.,5,46,7263,1433,1.3,3.5
55819,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,6-7 2-6    ,2,2,Paul T.,27,56,2157,1193,1.72,2.1
55820,Western & Southern Financial Group Masters,18/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,6-3 7-5    ,2,2,De Minaur A.,22,18,2423,2600,2.1,1.72
55821,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,1-6 6-4 4-6   ,3,4,Tiafoe F.,14,51,2980,1312,1.72,2.1
55822,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,7-6 6-3    ,2,2,Korda S.,3,45,8350,1449,1.3,3.5
55823,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,3-6 3-6    ,2,2,Dimitrov G.,2,21,10620,2466,1.16,5.0
55824,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Paire B.,7-6 6-7 6-1   ,3,4,Isner J.,50,26,1375,2238,3.2,1.36
55825,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,6-7 6-7    ,2,2,Monfils G.,7,22,6005,2423,1.3,3.5
55826,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Carreno Busta P.,7-6 7-6    ,2,2,Hurkacz H.,13,12,3260,3288,2.0,1.8
55827,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,2-6 3-6    ,2,2,Pella G.,5,93,7263,834,1.08,8.0
55828,Western & Southern Financial Group Masters,19/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,6-4 6-3    ,2,2,Schwartzman D.,11,14,3350,2980,1.8,2.0
55829,Western & Southern Financial Group Masters,20/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,7-5 3-6 4-6   ,3,4,Sonego L.,3,27,8350,2157,1.16,5.0
55830,Western & Southern Financial Group Masters,20/08/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,6-4 6-3    ,2,2,Berrettini M.,17,8,2693,5533,2.5,1.53
55831,Western & Southern Financial Group Masters,20/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Rublev A.,2-6 6-3 3-6   ,3,4,Paire B.,7,50,6005,1375,1.2,4.5
55832,Western & Southern Financial Group Masters,20/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,6-1 6-1    ,2,2,Carreno Busta P.,2,13,10620,3260,1.28,3.75
55833,Western & Southern Financial Group Masters,21/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,2-6 7-5 1-6   ,3,4,Auger-Aliassime F.,3,17,8350,2693,1.36,3.2
55834,Western & Southern Financial Group Masters,21/08/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,6-1 6-3    ,2,2,Ruud C.,5,11,7263,3350,1.25,4.0
55835,Western & Southern Financial Group Masters,21/08/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Rublev A.,6-2 3-6 3-6   ,3,4,Medvedev D.,7,2,6005,10620,4.33,1.22
55836,Western & Southern Financial Group Masters,21/08/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Zverev A.,6-4 3-6 7-6   ,3,4,Tsitsipas S.,5,3,7263,8350,1.66,2.2
55837,Western & Southern Financial Group Masters,22/08/2021,Masters 1000,Outdoor,Hard,The Final,3,Zverev A.,2-6 3-6    ,2,2,Rublev A.,5,7,7263,6005,1.4,3.0
55838,Winston-Salem Open at Wake Forest University,22/08/2021,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,6-4 6-4    ,2,2,Sandgren T.,80,91,911,833,3.2,1.36
55839,Winston-Salem Open at Wake Forest University,22/08/2021,ATP250,Outdoor,Hard,1st Round,3,Gerasimov E.,6-7 6-3 2-6   ,3,4,Gombos N.,81,112,910,740,1.53,2.5
55840,Winston-Salem Open at Wake Forest University,22/08/2021,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,6-4 4-6 7-6   ,3,4,Duckworth J.,93,67,829,1004,3.75,1.28
55841,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,2-6 5-7    ,2,2,Albot R.,74,108,949,744,1.36,3.2
55842,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,6-2 1-6 6-2   ,3,4,Travaglia S.,90,100,843,811,1.72,2.1
55843,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Murray A.,2-6 0-6    ,2,2,Rubin N.,114,306,730,176,1.13,6.75
55844,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Giron M.,7-5 6-4    ,2,2,Bagnis F.,65,79,1012,913,1.25,4.0
55845,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Simon G.,5-7 3-6    ,2,2,Rinderknech A.,103,78,789,924,3.4,1.33
55846,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Coria F.,6-4 4-6 6-4   ,3,4,Musetti L.,61,58,1054,1106,3.4,1.33
55847,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,1-6 6-1 3-6   ,3,4,Pella G.,59,84,1090,879,1.72,2.1
55848,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,6-4 6-4    ,2,2,Seppi A.,63,88,1025,873,1.33,3.4
55849,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,3-6 4-6    ,2,2,Kudla D.,76,92,948,833,1.57,2.37
55850,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Mager G.,7-6 6-3    ,2,2,Wu T.L.,70,276,990,220,1.66,2.2
55851,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Watanuki Y.,6-3 3-6 0-6   ,3,4,Munar J.,255,64,250,1022,3.2,1.36
55852,Winston-Salem Open at Wake Forest University,23/08/2021,ATP250,Outdoor,Hard,1st Round,3,Pouille L.,6-1 6-4    ,2,2,Lopez F.,133,97,595,813,1.66,2.2
55853,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,5-7 4-6    ,2,2,Johnson S.,71,86,970,876,3.2,1.36
55854,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Koepfer D.,5-7 6-4 6-4   ,3,4,Cecchinato M.,56,80,1171,911,1.4,3.0
55855,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,6-7 6-7    ,2,2,Gerasimov E.,82,81,896,910,1.5,2.62
55856,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,6-3 3-6 6-4   ,3,4,Kwon S.W.,12,74,3325,949,1.22,4.33
55857,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,3-6 3-6    ,2,2,Simon G.,49,103,1384,789,1.72,2.1
55858,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,6-4 6-2    ,2,2,Coria F.,104,61,760,1054,1.44,2.75
55859,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,2-6 2-6    ,2,2,Mager G.,52,70,1275,990,1.44,2.75
55860,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Ivashka I.,4-6 7-5 6-4   ,3,4,Cilic M.,63,36,1025,1650,2.1,1.72
55861,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,2-6 6-7    ,2,2,Bublik A.,76,37,948,1633,1.8,2.0
55862,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,3-6 6-4 6-1   ,3,4,Pouille L.,27,133,2074,595,1.4,3.0
55863,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,5-7 1-6    ,2,2,Watanuki Y.,42,255,1539,250,1.25,4.0
55864,Winston-Salem Open at Wake Forest University,24/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Ymer M.,6-3 6-1    ,2,2,Ramos-Vinolas A.,90,48,843,1400,1.8,2.0
55865,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Purcell M.,5-7 4-6    ,2,2,Thompson J.,205,59,356,1090,3.2,1.36
55866,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,6-3 6-4    ,2,2,Delbonis F.,65,47,1012,1407,1.36,3.2
55867,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,6-7 3-6    ,2,2,Murray A.,51,114,1287,730,1.72,2.1
55868,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Alcaraz C.,6-7 6-1 7-6   ,3,4,Popyrin A.,54,71,1224,970,1.72,2.1
55869,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,2nd Round,3,Monteiro T.,5-7 1-6    ,2,2,Nava E.,93,1761,829,1,1.12,6.0
55870,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Carreno Busta P.,6-2 6-3    ,2,2,Koepfer D.,12,56,3325,1171,1.25,4.0
55871,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Ivashka I.,2-6 1-6    ,2,2,Struff J.L.,63,52,1025,1275,1.8,2.0
55872,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,6-4 4-6 6-1   ,3,4,Paire B.,76,49,948,1384,1.66,2.2
55873,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Gasquet R.,4-6 6-7    ,2,2,Evans D.,82,27,896,2074,2.1,1.72
55874,Winston-Salem Open at Wake Forest University,25/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Ymer M.,7-5 6-2    ,2,2,Purcell M.,90,205,843,356,1.44,2.75
55875,Winston-Salem Open at Wake Forest University,26/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Tiafoe F.,5-7 6-7    ,2,2,Monteiro T.,51,93,1287,829,1.22,4.33
55876,Winston-Salem Open at Wake Forest University,26/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Giron M.,4-6 6-3 6-3   ,3,4,Herbert P.H.,65,104,1012,760,1.44,2.75
55877,Winston-Salem Open at Wake Forest University,26/08/2021,ATP250,Outdoor,Hard,3rd Round,3,Alcaraz C.,3-6 6-0 2-6   ,3,4,Fucsovics M.,54,42,1224,1539,1.8,2.0
55878,Winston-Salem Open at Wake Forest University,26/08/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Ivashka I.,7-6 6-3    ,2,2,Carreno Busta P.,63,12,1025,3325,2.62,1.5
55879,Winston-Salem Open at Wake Forest University,26/08/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Ruusuvuori E.,6-7 1-6    ,2,2,Gasquet R.,76,82,948,896,1.57,2.37
55880,Winston-Salem Open at Wake Forest University,27/08/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Ymer M.,6-7 6-2 6-3   ,3,4,Tiafoe F.,90,51,843,1287,2.75,1.44
55881,Winston-Salem Open at Wake Forest University,27/08/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,6-7 2-6    ,2,2,Giron M.,54,65,1224,1012,1.57,2.37
55882,Winston-Salem Open at Wake Forest University,28/08/2021,ATP250,Outdoor,Hard,Semifinals,3,Ivashka I.,6-2 6-1    ,2,2,Ruusuvuori E.,63,76,1025,948,1.57,2.37
55883,Winston-Salem Open at Wake Forest University,28/08/2021,ATP250,Outdoor,Hard,Semifinals,3,Ymer M.,5-7 3-6    ,2,2,Alcaraz C.,90,54,843,1224,2.75,1.44
55884,Winston-Salem Open at Wake Forest University,28/08/2021,ATP250,Outdoor,Hard,The Final,3,Ivashka I.,6-0 6-2    ,2,2,Ymer M.,63,90,1025,843,1.44,2.75
55885,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,3-6 5-7 6-2 4-6  ,4,3,Paire B.,40,49,1565,1384,2.5,1.53
55886,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,5,Bagnis F.,6-3 6-3 6-3   ,3,1,Daniel T.,80,109,913,744,2.37,1.57
55887,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,5-7 3-6 3-6   ,3,1,Berankis R.,14,96,2980,818,1.14,5.5
55888,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,7-6 4-6 3-6 7-6 7-6 ,5,4,Vesely J.,77,90,948,865,1.3,3.5
55889,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,3-6 7-6 4-6 1-6  ,4,3,Monteiro T.,27,93,2074,831,1.28,3.75
